# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
1857.0; 66.414; 0.00026; 6179.4; -0.0; 47.1
1860.0; 66.483; 0.00024; 6143.5; -0.0; 43.9
1863.0; 66.551; 0.00022; 6108.5; -0.0; 40.9
1866.0; 66.619; 0.00020; 6074.5; -0.0; 38.2
1869.0; 66.687; 0.00018; 6041.5; -0.0; 35.6
1872.0; 66.755; 0.00017; 6009.3; -0.0; 33.2
1875.0; 66.822; 0.00015; 5978.0; -0.0; 31.0
1878.0; 66.889; 0.00014; 5947.6; -0.0; 29.0
1881.0; 66.956; 0.00013; 5917.9; -0.0; 27.1
1884.0; 67.022; 0.00012; 5889.1; -0.0; 25.3
1887.0; 67.088; 0.00011; 5861.0; -0.0; 23.6
1890.0; 67.153; 0.00010; 5833.7; -0.0; 22.1
1893.0; 67.218; 0.00009; 5807.1; -0.0; 20.7
1896.0; 67.283; 0.00009; 5781.2; -0.0; 19.3
1899.0; 67.347; 0.00008; 5756.0; -0.0; 18.1
1902.0; 67.411; 0.00007; 5731.3; -0.0; 16.9
1905.0; 67.475; 0.00007; 5707.3; -0.0; 15.8
