# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
1842.0; 67.971; -0.00072; 0.0; -14109.5; -1073.5
1845.0; 68.039; -0.00085; 0.0; -13438.5; -1202.3
1848.0; 68.108; -0.00223; 0.0; -12613.0; -1361.5
1851.0; 68.178; -0.00430; 0.0; -11545.6; -1572.3
1854.0; 68.250; -0.00662; 0.0; -10231.0; -1832.9
1857.0; 68.324; -0.00874; 0.0; -8770.1; -2119.3
1860.0; 68.399; -0.01017; 0.0; -7341.5; -2394.7
1863.0; 68.476; -0.01041; 0.0; -6121.3; -2626.7
1866.0; 68.555; -0.00922; 0.0; -5201.1; -2799.7
1869.0; 68.637; -0.00669; 0.0; -4575.0; -2915.7
