# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
2115.0; 67.666; 0.03337; 0.0; -11097.3; 1031.7
2118.0; 67.831; 0.06577; 0.0; -7889.0; 1760.3
2121.0; 68.013; 0.10113; 0.0; -5128.4; 2325.7
2124.0; 68.211; 0.13266; 0.0; -3211.3; 2663.1
2127.0; 68.423; 0.15714; 0.0; -2073.6; 2814.2
2130.0; 68.648; 0.17493; 0.0; -1647.9; 2848.1
2133.0; 68.885; 0.19041; 0.0; -1729.5; 2819.9
2136.0; 69.129; 0.20145; 0.0; -0.0; 2755.5
2139.0; 69.373; 0.19640; 4777.4; -0.0; 2506.0
2142.0; 69.608; 0.17652; 4733.7; -0.0; 2517.8
2145.0; 69.832; 0.14446; 5218.2; -0.0; 2396.4
2148.0; 70.047; 0.10908; 6299.4; -0.0; 2095.5
2151.0; 70.250; 0.08273; 7100.0; -0.0; 1807.1
2154.0; 70.440; 0.04083; 7100.0; -0.0; 1079.1
2157.0; 70.618; -0.00579; 7100.0; -0.0; -61.9
2160.0; 70.783; -0.04375; 7100.0; -0.0; -1158.1
2163.0; 70.938; -0.06276; 7100.0; -0.0; -1790.2
2166.0; 71.083; -0.06444; 6796.0; -0.0; -2020.2
2169.0; 71.221; -0.06689; 6275.0; -0.0; -2194.3
2172.0; 71.353; -0.06563; 5986.0; -0.0; -2285.9
2175.0; 71.480; -0.06002; 6042.8; -0.0; -2271.8
2178.0; 71.603; -0.05283; 6410.8; -0.0; -2168.4
2181.0; 71.723; -0.04751; 6855.4; -0.0; -2044.4
2184.0; 71.840; -0.04553; 7100.0; -0.0; -1983.5
2187.0; 71.956; -0.04526; 7100.0; -0.0; -1998.4
2190.0; 72.072; -0.04319; 7100.0; -0.0; -2007.3
2193.0; 72.189; -0.04173; 7100.0; -0.0; -2020.0
2196.0; 72.304; -0.04041; 7100.0; -0.0; -2032.7
2199.0; 72.418; -0.03918; 7100.0; -0.0; -2045.2
2202.0; 72.531; -0.03804; 7100.0; -0.0; -2057.6
2205.0; 72.640; -0.03700; 7100.0; -0.0; -2069.8
2208.0; 72.748; -0.03604; 7100.0; -0.0; -2082.0
2211.0; 72.853; -0.03515; 7100.0; -0.0; -2094.1
2214.0; 72.956; -0.03146; 7100.0; -0.0; -2042.6
2217.0; 73.056; -0.02518; 7100.0; -0.0; -1881.3
2220.0; 73.155; -0.01807; 7100.0; -0.0; -1600.4
2223.0; 73.252; -0.01156; 7100.0; -0.0; -1234.4
2226.0; 73.347; -0.00664; 7100.0; -0.0; -860.8
2229.0; 73.441; -0.00353; 7100.0; -0.0; -551.4
2232.0; 73.533; -0.00176; 7100.0; -0.0; -330.6
2235.0; 73.624; -0.00081; 7100.0; -0.0; -187.0
2238.0; 73.714; -0.00031; 7100.0; -0.0; -99.5
2241.0; 73.803; -0.00008; 7100.0; -0.0; -48.7
2244.0; 73.890; 0.00003; 7100.0; -0.0; -20.6
2247.0; 73.977; 0.00006; 7100.0; -0.0; -5.9
2250.0; 74.062; 0.00007; 7100.0; -0.0; 1.2
2253.0; 74.146; 0.00006; 7100.0; -0.0; 4.1
2256.0; 74.230; 0.00005; 7100.0; -0.0; 4.8
2259.0; 74.312; 0.00003; 7100.0; -0.0; 4.4
2262.0; 74.393; 0.00002; 7100.0; -0.0; 3.4
2265.0; 74.474; 0.00000; 7100.0; -0.0; 2.2
2268.0; 74.554; -0.00001; 7063.6; -0.0; 0.9
2271.0; 74.633; -0.00002; 6995.0; -0.0; -0.4
2274.0; 74.711; -0.00003; 6929.4; -0.0; -1.7
2277.0; 74.788; -0.00004; 6866.7; -0.0; -3.1
2280.0; 74.865; -0.00005; 6806.6; -0.0; -4.4
2283.0; 74.941; -0.00006; 6748.9; -0.0; -5.8
2286.0; 75.016; -0.00007; 6693.4; -0.0; -7.2
2289.0; 75.091; -0.00008; 6640.2; -0.0; -8.6
2292.0; 75.165; -0.00010; 6588.9; -0.0; -10.0
2295.0; 75.238; -0.00011; 6539.4; -0.0; -11.6
2298.0; 75.311; -0.00012; 6491.8; -0.0; -13.1
2301.0; 75.384; -0.00013; 6445.8; -0.0; -14.8
2304.0; 75.455; -0.00014; 6401.4; -0.0; -16.5
2307.0; 75.527; -0.00015; 6358.5; -0.0; -18.3
2310.0; 75.598; -0.00016; 6317.0; -0.0; -20.2
2313.0; 75.668; -0.00018; 6276.8; -0.0; -22.3
2316.0; 75.738; -0.00019; 6237.9; -0.0; -24.4
2319.0; 75.808; -0.00020; 6200.1; -0.0; -26.7
2322.0; 75.877; -0.00022; 6163.5; -0.0; -29.1
2325.0; 75.946; -0.00023; 6128.1; -0.0; -31.6
