# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
339.0; 13.082; -0.00699; 10.7; -763.4; 22.2
342.0; 13.217; -0.03431; 0.8; -6067.0; -1127.3
345.0; 13.355; -0.05482; 0.0; -7077.4; -1955.9
348.0; 13.499; -0.07074; 0.0; -4571.0; -2453.3
351.0; 13.649; -0.08424; 0.0; -2923.1; -2742.1
354.0; 13.804; -0.09299; 0.0; -1966.9; -2889.4
357.0; 13.962; -0.09755; 0.0; -1467.4; -2955.2
360.0; 14.125; -0.09992; 0.0; -1209.1; -2981.1
363.0; 14.290; -0.10149; 0.0; -1073.2; -2987.9
366.0; 14.458; -0.10258; 0.0; -1007.2; -2984.0
369.0; 14.630; -0.10292; 0.0; -984.4; -2971.9
372.0; 14.806; -0.10212; 0.0; -986.9; -2948.0
375.0; 14.986; -0.09935; 0.0; -0.0; -2926.7
378.0; 15.171; -0.09429; 832.9; -0.0; -2893.0
381.0; 15.359; -0.08899; 3073.6; -0.0; -2900.8
384.0; 15.547; -0.08880; 2507.8; -0.0; -2971.7
387.0; 15.732; -0.09519; 4883.5; -0.0; -2533.6
390.0; 15.913; -0.10422; 6260.5; -0.0; -2167.5
393.0; 16.086; -0.10574; 5550.9; -0.0; -2348.8
396.0; 16.254; -0.09841; 5346.4; -0.0; -2404.3
399.0; 16.418; -0.08658; 5640.7; -0.0; -2328.6
402.0; 16.578; -0.07400; 6215.2; -0.0; -2171.1
405.0; 16.735; -0.06364; 6788.6; -0.0; -2006.9
408.0; 16.887; -0.05767; 7100.0; -0.0; -1921.5
411.0; 17.035; -0.05556; 7100.0; -0.0; -1936.6
414.0; 17.179; -0.05246; 7100.0; -0.0; -1948.5
417.0; 17.318; -0.04996; 7100.0; -0.0; -1961.9
420.0; 17.454; -0.04775; 7100.0; -0.0; -1975.1
423.0; 17.585; -0.04579; 7100.0; -0.0; -1988.1
426.0; 17.712; -0.04405; 7100.0; -0.0; -2001.0
429.0; 17.835; -0.04086; 7100.0; -0.0; -1977.9
432.0; 17.953; -0.03449; 7100.0; -0.0; -1856.0
435.0; 18.068; -0.02622; 7100.0; -0.0; -1612.4
438.0; 18.180; -0.01725; 7100.0; -0.0; -1250.9
441.0; 18.289; -0.00876; 7100.0; -0.0; -815.8
444.0; 18.395; -0.00180; 7100.0; -0.0; -383.2
447.0; 18.500; 0.00300; 7100.0; -0.0; -24.5
450.0; 18.602; 0.00523; 7100.0; -0.0; 211.1
453.0; 18.703; 0.00462; 7100.0; -0.0; 289.0
456.0; 18.802; 0.00124; 7100.0; -0.0; 189.6
459.0; 18.899; -0.00416; 6616.9; -2.0; -78.4
462.0; 18.995; -0.01025; 3521.6; -3.5; -478.1
465.0; 19.089; -0.01523; 4.7; -928.9; -940.9
468.0; 19.184; -0.01737; 1.9; -5402.0; -1351.7
471.0; 19.280; -0.01609; 1.4; -8591.8; -1627.2
474.0; 19.379; -0.01246; 0.0; -9302.3; -1726.2
477.0; 19.482; -0.01061; 0.0; -9272.9; -1718.8
480.0; 19.588; -0.01175; 0.0; -9263.0; -1692.7
483.0; 19.698; -0.01535; 0.0; -8984.9; -1721.9
486.0; 19.813; -0.02100; 0.0; -8274.3; -1845.5
489.0; 19.932; -0.02826; 0.0; -7151.1; -2055.8
492.0; 20.056; -0.03626; 0.0; -5814.3; -2306.0
495.0; 20.184; -0.04355; 0.0; -4558.7; -2535.8
498.0; 20.316; -0.04871; 0.0; -3602.8; -2706.0
501.0; 20.452; -0.05136; 0.0; -2982.3; -2813.1
504.0; 20.592; -0.05233; 0.0; -2608.9; -2874.4
507.0; 20.734; -0.05296; 0.0; -2365.5; -2909.9
510.0; 20.878; -0.05447; 0.0; -2152.4; -2935.3
513.0; 21.024; -0.05751; 0.0; -1906.5; -2959.5
516.0; 21.172; -0.06187; 0.0; -1620.6; -2983.4
519.0; 21.321; -0.06631; 0.0; -1347.6; -3000.7
522.0; 21.472; -0.06899; 0.0; -1151.5; -3003.8
525.0; 21.624; -0.06833; 0.0; -1046.0; -2985.2
528.0; 21.778; -0.06312; 0.0; -0.0; -2949.5
531.0; 21.935; -0.05315; 1749.9; -0.0; -2893.7
534.0; 22.094; -0.04065; 3612.3; -0.0; -2854.3
537.0; 22.254; -0.02900; 3669.9; -0.0; -2847.6
540.0; 22.414; -0.01946; 3650.3; -0.0; -2854.2
543.0; 22.573; -0.01119; 3553.2; -0.0; -2870.1
546.0; 22.733; -0.00285; 3336.0; -0.0; -2887.9
549.0; 22.891; 0.00660; 2858.4; -0.0; -2870.9
552.0; 23.048; 0.01716; 6680.3; -0.0; -1869.4
555.0; 23.201; 0.02760; 7100.0; -0.0; 562.5
558.0; 23.347; 0.04567; 6633.4; -1.1; 1459.7
561.0; 23.487; 0.06190; 1511.6; -0.2; 2167.4
564.0; 23.624; 0.06946; 0.2; -2688.3; 2619.3
567.0; 23.761; 0.06893; 0.0; -2655.0; 2828.2
570.0; 23.901; 0.06820; 0.0; -2036.4; 2931.1
573.0; 24.042; 0.07010; 14.4; -1377.3; 2990.4
576.0; 24.186; 0.07309; 11.2; -469.8; 3021.4
579.0; 24.330; 0.07509; 0.1; -191.0; 3028.4
582.0; 24.476; 0.07519; 0.0; -190.7; 3023.8
585.0; 24.624; 0.07374; 0.0; -0.4; 3015.9
588.0; 24.772; 0.07143; 0.0; -0.0; 3002.8
591.0; 24.923; 0.06899; 768.6; -0.0; 2989.1
594.0; 25.074; 0.06801; 2596.3; -0.0; 2997.6
597.0; 25.227; 0.07157; 2549.2; -0.0; 2996.9
600.0; 25.379; 0.08011; 4947.4; -0.0; 2574.4
603.0; 25.530; 0.09007; 5963.6; -0.0; 2324.8
606.0; 25.677; 0.09506; 5127.6; -0.0; 2524.4
609.0; 25.822; 0.09397; 4488.6; -0.0; 2672.9
612.0; 25.966; 0.08950; 4268.3; -0.0; 2725.3
615.0; 26.109; 0.08372; 4345.8; -0.0; 2713.4
618.0; 26.251; 0.07764; 4591.5; -0.0; 2662.2
621.0; 26.392; 0.07183; 4896.8; -0.0; 2592.8
624.0; 26.531; 0.06666; 5193.3; -0.0; 2522.2
627.0; 26.669; 0.06245; 5442.8; -0.0; 2462.5
630.0; 26.804; 0.05946; 5611.5; -0.0; 2425.1
633.0; 26.937; 0.05797; 5661.3; -0.0; 2421.6
636.0; 27.068; 0.05825; 5559.0; -0.0; 2461.6
639.0; 27.196; 0.06020; 5305.0; -0.0; 2542.3
642.0; 27.323; 0.06270; 4967.8; -0.0; 2639.8
645.0; 27.447; 0.06387; 4659.9; -0.0; 2721.9
648.0; 27.569; 0.06229; 4475.8; -0.1; 2768.0
651.0; 27.689; 0.05752; 3150.8; -0.2; 2814.6
654.0; 27.808; 0.04981; 1183.4; -0.5; 2862.1
657.0; 27.927; 0.04010; 10.5; -1027.1; 2883.2
660.0; 28.047; 0.03012; 5.9; -2988.7; 2870.4
663.0; 28.169; 0.02117; 0.0; -3589.4; 2824.8
666.0; 28.294; 0.01555; 0.0; -4181.4; 2729.5
669.0; 28.423; 0.01405; 0.0; -5080.2; 2553.2
672.0; 28.555; 0.01693; 0.0; -6242.6; 2288.1
675.0; 28.692; 0.02398; 0.0; -7140.9; 2051.6
678.0; 28.835; 0.03464; 0.0; -7092.9; 2017.6
681.0; 28.985; 0.04877; 0.0; -6030.8; 2204.6
684.0; 29.142; 0.06576; 0.0; -4385.4; 2502.2
687.0; 29.307; 0.08200; 0.0; -2817.5; 2763.9
690.0; 29.481; 0.09214; 0.0; -1842.4; 2908.6
693.0; 29.663; 0.09573; 0.0; -1405.0; 2965.5
696.0; 29.851; 0.09588; 0.0; -1239.3; 2981.1
699.0; 30.044; 0.09536; 0.0; -1177.3; 2979.4
702.0; 30.240; 0.09518; 0.0; -1148.8; 2968.3
705.0; 30.437; 0.09461; 0.0; -1138.3; 2945.0
708.0; 30.637; 0.09147; 0.0; -1144.8; 2892.3
711.0; 30.840; 0.08124; 1565.2; -0.0; 2852.8
714.0; 31.043; 0.06411; 3477.9; -0.0; 2845.3
717.0; 31.243; 0.04230; 3096.7; -0.0; 2870.8
720.0; 31.437; 0.01506; 5259.1; -0.0; 2229.0
723.0; 31.624; -0.01594; 7100.0; -0.0; -225.4
726.0; 31.802; -0.06461; 4333.9; -0.9; -1571.4
729.0; 31.973; -0.11081; 0.0; -2995.6; -2629.6
732.0; 32.144; -0.12655; 0.0; -1321.3; -2928.7
735.0; 32.323; -0.12585; 0.0; -973.0; -2981.1
738.0; 32.507; -0.12024; 0.0; -932.4; -2981.1
741.0; 32.696; -0.11510; 0.0; -941.7; -2965.4
744.0; 32.893; -0.11114; 0.0; -968.8; -2933.4
747.0; 33.097; -0.10596; 910.7; -0.0; -2923.7
750.0; 33.310; -0.10130; 2525.8; -0.0; -2965.1
753.0; 33.523; -0.10128; 5264.2; -0.0; -2438.9
756.0; 33.731; -0.10424; 6198.4; -0.0; -2163.4
759.0; 33.928; -0.09806; 5871.3; -0.0; -2250.1
762.0; 34.115; -0.08465; 6164.8; -0.0; -2171.1
765.0; 34.294; -0.07098; 6733.0; -0.0; -2008.4
768.0; 34.464; -0.06248; 7100.0; -0.0; -1905.0
771.0; 34.627; -0.05954; 7100.0; -0.0; -1920.4
774.0; 34.782; -0.05589; 7100.0; -0.0; -1932.9
777.0; 34.930; -0.05292; 7100.0; -0.0; -1946.5
780.0; 35.072; -0.05034; 7100.0; -0.0; -1959.9
783.0; 35.210; -0.04807; 7100.0; -0.0; -1973.2
786.0; 35.342; -0.04606; 7100.0; -0.0; -1986.4
789.0; 35.471; -0.04426; 7100.0; -0.0; -1999.5
792.0; 35.597; -0.04265; 7100.0; -0.0; -2012.5
795.0; 35.718; -0.04052; 7100.0; -0.0; -2010.7
798.0; 35.837; -0.03633; 7100.0; -0.0; -1950.2
801.0; 35.952; -0.03156; 7100.0; -0.0; -1836.8
804.0; 36.065; -0.02714; 7100.0; -0.0; -1693.7
807.0; 36.175; -0.02336; 7100.0; -0.0; -1543.6
810.0; 36.283; -0.02013; 7100.0; -0.0; -1398.1
813.0; 36.388; -0.01735; 7100.0; -0.0; -1261.9
816.0; 36.491; -0.01496; 7100.0; -0.0; -1136.3
819.0; 36.592; -0.01290; 7100.0; -0.0; -1021.3
822.0; 36.692; -0.01113; 7100.0; -0.0; -916.5
825.0; 36.789; -0.00960; 7100.0; -0.0; -821.3
828.0; 36.885; -0.00829; 7100.0; -0.0; -735.1
831.0; 36.980; -0.00715; 7100.0; -0.0; -657.2
834.0; 37.072; -0.00617; 7100.0; -0.0; -586.9
837.0; 37.164; -0.00532; 7100.0; -0.0; -523.5
840.0; 37.254; -0.00459; 7100.0; -0.0; -466.3
843.0; 37.342; -0.00394; 7100.0; -0.0; -414.6
846.0; 37.430; -0.00339; 7100.0; -0.0; -367.8
849.0; 37.516; -0.00289; 7100.0; -0.0; -325.4
852.0; 37.601; -0.00246; 7100.0; -0.0; -286.6
855.0; 37.685; -0.00208; 7100.0; -0.0; -251.2
858.0; 37.768; -0.00174; 7100.0; -0.0; -218.7
861.0; 37.849; -0.00144; 7100.0; -0.0; -188.8
864.0; 37.930; -0.00117; 7100.0; -0.0; -161.3
867.0; 38.010; -0.00094; 7072.4; -0.0; -136.2
870.0; 38.089; -0.00074; 7003.4; -0.0; -113.6
873.0; 38.167; -0.00057; 6937.6; -0.0; -93.3
876.0; 38.245; -0.00042; 6874.5; -0.0; -75.1
879.0; 38.322; -0.00029; 6814.1; -0.0; -58.8
882.0; 38.398; -0.00017; 6756.1; -0.0; -43.7
885.0; 38.473; -0.00005; 6700.5; -0.0; -29.3
888.0; 38.548; 0.00007; 6646.9; -0.0; -14.9
891.0; 38.622; 0.00019; 6595.4; -0.0; 0.0
894.0; 38.695; 0.00033; 6545.8; -0.0; 16.0
897.0; 38.768; 0.00047; 6498.0; -0.0; 33.3
900.0; 38.841; 0.00063; 6451.8; -0.0; 52.1
903.0; 38.913; 0.00078; 6407.3; -0.0; 72.5
906.0; 38.984; 0.00094; 6364.2; -0.0; 94.0
909.0; 39.055; 0.00108; 6322.5; -0.0; 115.8
912.0; 39.125; 0.00118; 6282.2; -0.0; 136.2
915.0; 39.195; 0.00122; 6243.2; -0.0; 153.3
918.0; 39.265; 0.00118; 6205.4; -0.0; 164.1
921.0; 39.334; 0.00103; 6168.7; -0.0; 165.3
924.0; 39.403; 0.00074; 6133.1; -0.0; 153.4
927.0; 39.471; 0.00033; 6098.5; -0.1; 125.9
930.0; 39.539; -0.00019; 5229.4; -2.6; 82.5
933.0; 39.606; -0.00074; 2906.6; -4.7; 25.0
936.0; 39.674; -0.00123; 28.0; -469.3; -43.6
939.0; 39.741; -0.00151; 3.0; -4368.9; -116.1
942.0; 39.809; -0.00144; 1.6; -8430.0; -181.5
945.0; 39.878; -0.00089; 1.1; -12171.7; -223.7
948.0; 39.947; 0.00007; 0.9; -15113.1; -227.8
951.0; 40.019; 0.00123; 0.2; -16747.0; -183.3
954.0; 40.092; 0.00217; 0.0; -16843.7; -93.2
957.0; 40.168; 0.00163; 0.0; -16867.9; -24.6
960.0; 40.246; 0.00049; 0.0; -16760.3; -0.0
963.0; 40.326; -0.00057; 0.0; -16513.3; -22.5
966.0; 40.410; -0.00175; 0.0; -16091.7; -102.1
969.0; 40.496; -0.00300; 0.0; -15501.1; -233.5
972.0; 40.586; -0.00445; 0.0; -14748.3; -409.8
975.0; 40.680; -0.00639; 0.0; -13829.2; -626.7
978.0; 40.778; -0.00917; 0.0; -12717.6; -885.1
981.0; 40.879; -0.01320; 0.0; -11368.7; -1189.1
984.0; 40.985; -0.01877; 0.0; -9754.8; -1537.7
987.0; 41.095; -0.02571; 0.0; -7940.3; -1910.6
990.0; 41.209; -0.03301; 0.0; -6146.6; -2261.8
993.0; 41.327; -0.03893; 0.0; -4668.6; -2540.4
996.0; 41.449; -0.04207; 0.0; -3661.2; -2725.5
999.0; 41.576; -0.04242; 0.0; -3076.9; -2830.9
1002.0; 41.707; -0.04109; 0.0; -2780.7; -2883.0
1005.0; 41.842; -0.03953; 0.0; -2643.5; -2905.0
1008.0; 41.980; -0.03901; 0.0; -2564.5; -2913.6
1011.0; 42.120; -0.04037; 0.0; -2464.5; -2921.0
1014.0; 42.261; -0.04409; 0.0; -2278.6; -2936.1
1017.0; 42.402; -0.05021; 0.0; -1969.7; -2962.9
1020.0; 42.545; -0.05781; 0.0; -1580.0; -2994.9
1023.0; 42.688; -0.06466; 0.1; -1239.7; -3017.4
1026.0; 42.833; -0.06846; 0.1; -554.4; -3025.4
1029.0; 42.978; -0.06887; 0.0; -0.2; -3021.5
1032.0; 43.124; -0.06679; 0.0; -0.0; -3007.2
1035.0; 43.271; -0.06329; 447.4; -0.0; -2986.2
1038.0; 43.420; -0.05963; 2027.0; -0.0; -2975.0
1041.0; 43.570; -0.05882; 2644.9; -0.0; -2998.6
1044.0; 43.722; -0.06357; 2542.0; -0.0; -3003.9
1047.0; 43.876; -0.07331; 5130.1; -0.0; -2536.9
1050.0; 44.029; -0.08389; 6121.7; -0.0; -2281.9
1053.0; 44.179; -0.08796; 5252.5; -0.0; -2494.0
1056.0; 44.327; -0.08484; 4698.3; -0.0; -2625.8
1059.0; 44.472; -0.07801; 4635.8; -0.0; -2641.8
1062.0; 44.615; -0.06995; 4943.7; -0.0; -2570.0
1065.0; 44.755; -0.06198; 5482.6; -0.0; -2434.8
1068.0; 44.892; -0.05487; 6090.5; -0.0; -2272.0
1071.0; 45.026; -0.04924; 6620.1; -0.0; -2124.2
1074.0; 45.156; -0.04561; 6968.4; -0.0; -2028.4
1077.0; 45.282; -0.04397; 7100.0; -0.0; -2000.6
1080.0; 45.403; -0.04293; 7100.0; -0.0; -2013.5
1083.0; 45.522; -0.04125; 7100.0; -0.0; -2024.3
1086.0; 45.637; -0.03996; 7100.0; -0.0; -2036.8
1089.0; 45.749; -0.03879; 7100.0; -0.0; -2049.2
1092.0; 45.859; -0.03770; 7100.0; -0.0; -2061.4
1095.0; 45.967; -0.03669; 7100.0; -0.0; -2073.7
1098.0; 46.074; -0.03575; 7100.0; -0.0; -2085.9
1101.0; 46.179; -0.03487; 7100.0; -0.0; -2098.1
1104.0; 46.282; -0.03405; 7100.0; -0.0; -2110.1
1107.0; 46.383; -0.03329; 7100.0; -0.0; -2122.1
1110.0; 46.482; -0.03257; 7100.0; -0.0; -2133.9
1113.0; 46.579; -0.03191; 7100.0; -0.0; -2145.5
1116.0; 46.675; -0.03128; 7100.0; -0.0; -2157.0
1119.0; 46.767; -0.03070; 7100.0; -0.0; -2168.3
1122.0; 46.858; -0.03015; 7100.0; -0.0; -2179.4
1125.0; 46.948; -0.02963; 7099.6; -0.0; -2190.6
1128.0; 47.035; -0.02934; 7087.0; -0.0; -2206.2
1131.0; 47.121; -0.02737; 7099.9; -0.1; -2188.6
1134.0; 47.206; -0.02243; 5659.7; -1.5; -2119.1
1137.0; 47.290; -0.01519; 2579.7; -4.0; -1975.9
1140.0; 47.374; -0.00671; 8.5; -1600.0; -1709.1
1143.0; 47.457; 0.00149; 2.1; -6240.3; -1283.7
1146.0; 47.542; 0.00784; 1.2; -10606.5; -714.2
1149.0; 47.628; 0.01122; 0.9; -13720.9; -90.3
1152.0; 47.718; 0.01173; 0.1; -14437.8; 457.6
1155.0; 47.812; 0.01146; 0.0; -12804.7; 871.0
1158.0; 47.910; 0.01404; 0.0; -11212.6; 1238.9
1161.0; 48.014; 0.01885; 0.0; -9518.5; 1604.3
1164.0; 48.123; 0.02516; 0.0; -7709.8; 1973.0
1167.0; 48.235; 0.03174; 0.0; -5973.5; 2310.3
1170.0; 48.352; 0.03686; 0.0; -4574.1; 2572.4
1173.0; 48.471; 0.03933; 0.0; -3635.8; 2744.3
1176.0; 48.593; 0.03919; 0.0; -3096.2; 2841.8
1179.0; 48.716; 0.03748; 0.0; -2823.3; 2890.4
1182.0; 48.840; 0.03546; 0.0; -2699.6; 2911.1
1185.0; 48.966; 0.03421; 0.0; -2637.9; 2918.3
1188.0; 49.092; 0.03448; 0.0; -2573.0; 2922.2
1191.0; 49.220; 0.03676; 0.0; -2448.9; 2930.7
1194.0; 49.349; 0.04132; 0.0; -2218.3; 2949.9
1197.0; 49.479; 0.04794; 0.0; -1869.3; 2980.0
1200.0; 49.612; 0.05537; 6.9; -1471.5; 3010.9
1203.0; 49.747; 0.06151; 0.5; -268.9; 3034.1
1206.0; 49.883; 0.06606; 166.4; -0.2; 3040.1
1209.0; 50.022; 0.06914; 18.7; -0.1; 3040.2
1212.0; 50.163; 0.07125; 0.0; -0.1; 3038.0
1215.0; 50.306; 0.07291; 0.0; -0.3; 3035.4
1218.0; 50.451; 0.07456; 0.0; -83.7; 3032.2
1221.0; 50.600; 0.07654; 0.0; -152.1; 3029.0
1224.0; 50.751; 0.07907; 0.0; -107.4; 3026.5
1227.0; 50.905; 0.08239; 0.0; -0.5; 3024.0
1230.0; 51.061; 0.08679; 0.0; -0.1; 3017.3
1233.0; 51.220; 0.09242; 0.0; -0.0; 3000.8
1236.0; 51.381; 0.09902; 0.0; -0.0; 2971.3
1239.0; 51.544; 0.10575; 0.0; -0.0; 2943.1
1242.0; 51.709; 0.11143; 203.4; -0.0; 2928.0
1245.0; 51.875; 0.11528; 1115.5; -0.0; 2896.1
1248.0; 52.043; 0.11765; 2328.7; -0.0; 2818.4
1251.0; 52.210; 0.11915; 3533.9; -0.0; 2720.0
1254.0; 52.374; 0.11966; 4390.8; -0.0; 2667.8
1257.0; 52.534; 0.11892; 4369.5; -0.0; 2686.1
1260.0; 52.689; 0.11696; 4236.7; -0.0; 2718.0
1263.0; 52.841; 0.11419; 4167.9; -0.0; 2737.2
1266.0; 52.988; 0.11109; 4163.8; -0.0; 2743.9
1269.0; 53.132; 0.10786; 4184.8; -0.0; 2745.6
1272.0; 53.273; 0.10435; 4201.0; -0.0; 2747.8
1275.0; 53.411; 0.10008; 4207.9; -0.0; 2750.9
1278.0; 53.546; 0.09438; 4225.6; -0.0; 2750.2
1281.0; 53.680; 0.08660; 4303.0; -0.0; 2733.5
1284.0; 53.813; 0.07625; 4544.4; -0.0; 2673.6
1287.0; 53.945; 0.06302; 5165.0; -0.0; 2510.8
1290.0; 54.075; 0.04653; 6493.6; -0.0; 2132.7
1293.0; 54.202; 0.02566; 7100.0; -0.0; 1450.5
1296.0; 54.327; -0.00170; 7100.0; -0.0; 337.2
1299.0; 54.450; -0.02935; 4317.6; -0.7; -961.1
1302.0; 54.571; -0.04887; 0.2; -343.0; -2021.6
1305.0; 54.692; -0.05587; 0.2; -3378.9; -2609.0
