# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
177.0; 3.292; 0.01147; 0.0; -13853.3; 1166.7
180.0; 3.357; 0.01310; 0.0; -11052.0; 1784.6
183.0; 3.422; 0.01256; 0.0; -8599.9; 2303.4
186.0; 3.489; 0.00957; 0.0; -6895.8; 2658.8
189.0; 3.557; 0.00459; 0.0; -5890.4; 2869.3
192.0; 3.626; -0.00142; 0.0; -5363.6; 2980.5
195.0; 3.696; -0.00736; 0.0; -5113.8; 3032.4
198.0; 3.767; -0.01239; 0.0; -4996.6; 3053.0
201.0; 3.839; -0.01591; 0.0; -4909.0; 3061.2
204.0; 3.911; -0.01754; 0.0; -4767.2; 3071.3
207.0; 3.985; -0.01706; 0.0; -4490.1; 3095.5
210.0; 4.060; -0.01436; 0.1; -4002.2; 3143.6
213.0; 4.135; -0.01013; 3.4; -2845.7; 3208.4
216.0; 4.212; -0.00504; 8.6; -1097.5; 3271.0
219.0; 4.289; 0.00026; 618.1; -21.7; 3314.8
222.0; 4.366; 0.00489; 1811.7; -4.9; 3335.8
225.0; 4.443; 0.00835; 2422.8; -1.8; 3343.2
228.0; 4.520; 0.01063; 2538.3; -0.9; 3345.9
231.0; 4.597; 0.01197; 2357.5; -0.6; 3347.5
234.0; 4.673; 0.01266; 2084.1; -0.5; 3348.5
237.0; 4.748; 0.01289; 1864.5; -0.4; 3348.5
240.0; 4.823; 0.01277; 1760.0; -0.3; 3347.3
243.0; 4.897; 0.01232; 1735.3; -0.3; 3345.4
246.0; 4.972; 0.01158; 1751.7; -0.3; 3342.7
249.0; 5.048; 0.01057; 1837.3; -0.3; 3339.1
252.0; 5.125; 0.00939; 2014.1; -0.3; 3334.7
255.0; 5.202; 0.00820; 2283.2; -0.4; 3330.1
258.0; 5.281; 0.00724; 2605.8; -0.4; 3326.2
261.0; 5.359; 0.00680; 2885.1; -0.4; 3324.8
264.0; 5.438; 0.00716; 2952.3; -0.2; 3326.8
267.0; 5.518; 0.00852; 2919.8; -0.1; 3330.6
270.0; 5.597; 0.01097; 2891.1; -0.1; 3333.7
273.0; 5.676; 0.01446; 2897.7; -0.1; 3332.0
276.0; 5.755; 0.01885; 2999.1; -0.0; 3317.7
279.0; 5.834; 0.02387; 3283.8; -0.0; 3277.2
282.0; 5.913; 0.02908; 3822.3; -0.0; 3193.9
285.0; 5.991; 0.03396; 4550.5; -0.0; 3066.5
288.0; 6.068; 0.03792; 5203.5; -0.0; 2937.9
291.0; 6.145; 0.04052; 5505.6; -0.0; 2873.8
294.0; 6.221; 0.04151; 5414.1; -0.0; 2894.0
297.0; 6.296; 0.04092; 5081.4; -0.0; 2965.6
300.0; 6.371; 0.03880; 4686.3; -0.0; 3046.4
303.0; 6.446; 0.03523; 4347.0; -0.0; 3110.7
306.0; 6.520; 0.03033; 4121.4; -0.1; 3147.8
309.0; 6.595; 0.02421; 4044.0; -0.1; 3150.6
312.0; 6.670; 0.01700; 4176.8; -0.1; 3102.3
315.0; 6.744; 0.00886; 4298.6; -2.8; 2961.2
318.0; 6.819; 0.00001; 3002.1; -4.4; 2646.6
321.0; 6.894; -0.00877; 601.5; -13.1; 2023.9
324.0; 6.969; -0.01632; 3.7; -2441.5; 992.7
327.0; 7.045; -0.02125; 1.9; -5435.3; -282.0
330.0; 7.121; -0.02257; 1.4; -7615.2; -1387.6
333.0; 7.199; -0.02042; 1.4; -8182.5; -2129.8
336.0; 7.277; -0.01524; 0.0; -6477.2; -2544.8
339.0; 7.356; -0.01084; 0.0; -5275.1; -2786.8
342.0; 7.436; -0.00661; 0.0; -4557.2; -2922.2
345.0; 7.518; -0.00230; 0.0; -4144.1; -2995.7
348.0; 7.599; 0.00197; 0.0; -3915.5; -3033.0
351.0; 7.682; 0.00602; 0.0; -3796.7; -3048.9
354.0; 7.766; 0.00965; 0.0; -3741.2; -3052.5
357.0; 7.851; 0.01271; 0.0; -3719.4; -3049.0
360.0; 7.937; 0.01511; 0.0; -3712.3; -3041.9
363.0; 8.024; 0.01681; 0.0; -3708.6; -3033.4
366.0; 8.112; 0.01781; 0.0; -3701.7; -3024.5
369.0; 8.201; 0.01812; 0.0; -3688.7; -3016.1
372.0; 8.292; 0.01780; 0.0; -3669.2; -3008.1
375.0; 8.385; 0.01690; 0.0; -3644.1; -3000.7
378.0; 8.479; 0.01548; 0.0; -3614.8; -2993.5
381.0; 8.574; 0.01359; 0.0; -3581.6; -2986.5
384.0; 8.672; 0.01124; 0.0; -3541.2; -2980.1
387.0; 8.770; 0.00839; 0.0; -3483.1; -2975.2
390.0; 8.870; 0.00493; 0.0; -3383.9; -2975.0
393.0; 8.971; 0.00063; 0.0; -3201.8; -2984.4
396.0; 9.073; -0.00477; 0.0; -2883.5; -3010.0
399.0; 9.176; -0.01135; 0.1; -2401.2; -3053.5
402.0; 9.280; -0.01807; 11.5; -1258.1; -3100.0
405.0; 9.385; -0.02389; 164.9; -1.5; -3129.8
408.0; 9.489; -0.02814; 1013.0; -0.4; -3139.3
411.0; 9.594; -0.03068; 1166.5; -0.2; -3141.7
414.0; 9.698; -0.03183; 854.2; -0.1; -3142.7
417.0; 9.802; -0.03190; 400.4; -0.1; -3142.1
420.0; 9.907; -0.03089; 100.8; -0.1; -3137.8
423.0; 10.012; -0.02856; 190.6; -0.1; -3126.7
426.0; 10.117; -0.02477; 811.0; -0.1; -3107.8
429.0; 10.223; -0.01996; 1891.5; -0.1; -3086.3
432.0; 10.329; -0.01529; 2949.1; -0.1; -3073.5
435.0; 10.434; -0.01232; 2997.5; -0.0; -3077.4
438.0; 10.539; -0.01207; 2897.4; -0.0; -3091.5
441.0; 10.644; -0.01498; 2737.6; -0.0; -3112.0
444.0; 10.748; -0.02109; 2604.9; -0.0; -3126.4
447.0; 10.853; -0.03002; 2884.9; -0.0; -3084.3
450.0; 10.958; -0.04062; 4331.2; -0.0; -2842.0
453.0; 11.063; -0.05049; 6044.2; -0.0; -2466.7
456.0; 11.168; -0.05587; 6246.3; -0.0; -2406.5
459.0; 11.272; -0.05466; 5653.7; -0.0; -2541.8
462.0; 11.376; -0.04887; 5192.1; -0.0; -2639.7
465.0; 11.478; -0.04196; 5137.6; -0.0; -2642.8
468.0; 11.581; -0.03626; 5491.2; -0.0; -2553.0
471.0; 11.682; -0.03277; 6116.7; -0.0; -2395.4
474.0; 11.783; -0.03164; 6723.2; -0.0; -2238.6
477.0; 11.882; -0.03217; 7052.1; -0.0; -2156.9
480.0; 11.981; -0.03282; 7100.0; -0.0; -2154.9
483.0; 12.077; -0.03139; 7100.0; -0.0; -2159.2
486.0; 12.173; -0.03051; 7100.0; -0.0; -2169.6
489.0; 12.267; -0.03002; 7100.0; -0.0; -2181.9
492.0; 12.360; -0.02951; 7100.0; -0.0; -2193.6
495.0; 12.452; -0.02899; 7100.0; -0.0; -2205.0
498.0; 12.542; -0.02850; 7100.0; -0.0; -2216.4
501.0; 12.631; -0.02801; 7100.0; -0.0; -2226.9
504.0; 12.718; -0.02383; 7100.0; -0.0; -2155.6
507.0; 12.804; -0.01780; 7100.0; -0.0; -1969.8
510.0; 12.889; -0.01149; 7100.0; -0.0; -1654.4
513.0; 12.973; -0.00610; 7100.0; -0.0; -1242.0
516.0; 13.056; -0.00233; 7100.0; -0.0; -815.1
519.0; 13.137; -0.00008; 7100.0; -0.0; -452.5
522.0; 13.218; 0.00116; 7100.0; -0.0; -184.3
525.0; 13.297; 0.00175; 7063.7; -0.0; -5.0
528.0; 13.376; 0.00197; 6995.2; -0.0; 105.1
531.0; 13.454; 0.00197; 6929.8; -0.0; 166.7
534.0; 13.531; 0.00187; 6867.1; -0.0; 196.2
537.0; 13.608; 0.00171; 6807.1; -0.0; 205.4
540.0; 13.684; 0.00154; 6749.5; -0.0; 202.5
543.0; 13.759; 0.00137; 6694.2; -0.0; 192.9
546.0; 13.833; 0.00121; 6641.0; -0.0; 179.8
549.0; 13.907; 0.00107; 6589.8; -0.0; 165.4
552.0; 13.981; 0.00094; 6540.4; -0.0; 151.0
555.0; 14.053; 0.00083; 6492.9; -0.0; 137.2
558.0; 14.126; 0.00073; 6447.0; -0.0; 124.2
561.0; 14.197; 0.00064; 6402.6; -0.0; 112.3
564.0; 14.269; 0.00057; 6359.8; -0.0; 101.4
567.0; 14.339; 0.00050; 6318.3; -0.0; 91.5
570.0; 14.410; 0.00044; 6278.2; -0.0; 82.3
573.0; 14.480; 0.00038; 6239.3; -0.0; 73.8
576.0; 14.549; 0.00032; 6201.6; -0.0; 65.8
579.0; 14.618; 0.00027; 6165.1; -0.0; 58.0
582.0; 14.686; 0.00021; 6129.6; -0.0; 50.3
585.0; 14.755; 0.00016; 6095.2; -0.0; 42.3
588.0; 14.822; 0.00009; 6061.8; -0.0; 33.9
591.0; 14.890; 0.00003; 6029.3; -0.0; 24.9
594.0; 14.957; -0.00005; 5997.7; -0.0; 15.1
597.0; 15.023; -0.00012; 5966.9; -0.0; 4.4
600.0; 15.090; -0.00020; 5937.0; -0.0; -7.0
603.0; 15.156; -0.00027; 5907.8; -0.0; -18.9
606.0; 15.222; -0.00033; 5879.4; -0.0; -30.9
609.0; 15.287; -0.00038; 5851.6; -0.0; -42.2
612.0; 15.352; -0.00041; 5824.6; -0.0; -51.9
615.0; 15.417; -0.00040; 5798.2; -0.1; -59.2
618.0; 15.482; -0.00036; 5099.4; -2.6; -63.2
621.0; 15.546; -0.00028; 3030.7; -4.4; -64.0
624.0; 15.610; -0.00017; 101.2; -139.1; -61.4
627.0; 15.675; -0.00003; 3.6; -3722.1; -55.3
630.0; 15.739; 0.00010; 1.7; -7636.3; -46.0
633.0; 15.804; 0.00022; 1.2; -11395.4; -34.0
636.0; 15.871; 0.00028; 0.9; -14590.8; -21.0
639.0; 15.938; 0.00027; 0.8; -16791.5; -9.1
642.0; 16.007; 0.00020; 0.1; -17535.3; -0.0
645.0; 16.078; -0.00000; 0.0; -17345.1; -0.0
648.0; 16.151; -0.00003; 0.0; -17157.5; -0.0
651.0; 16.226; -0.00001; 0.0; -16972.6; -0.0
654.0; 16.304; 0.00000; 0.0; -16790.3; -0.0
657.0; 16.384; 0.00000; 0.0; -16610.5; -0.0
660.0; 16.467; -0.00037; 0.0; -16377.1; -18.6
663.0; 16.553; -0.00313; 0.0; -15731.1; -168.8
666.0; 16.643; -0.00716; 0.0; -14508.5; -479.0
669.0; 16.736; -0.01223; 0.0; -12633.0; -937.1
672.0; 16.834; -0.01837; 0.0; -10236.4; -1479.2
675.0; 16.935; -0.02492; 0.0; -7723.8; -2004.2
678.0; 17.039; -0.03005; 0.0; -5635.0; -2416.4
681.0; 17.147; -0.03202; 0.0; -4256.3; -2681.3
684.0; 17.257; -0.03068; 0.0; -3497.6; -2826.6
687.0; 17.369; -0.02729; 0.0; -3137.7; -2896.0
690.0; 17.484; -0.02342; 0.0; -2994.7; -2923.3
693.0; 17.602; -0.02040; 0.0; -2947.3; -2930.2
696.0; 17.721; -0.01910; 0.0; -2912.8; -2930.4
699.0; 17.843; -0.02001; 0.0; -2825.1; -2933.9
702.0; 17.968; -0.02341; 0.0; -2620.6; -2949.5
705.0; 18.094; -0.02926; 0.0; -2253.9; -2982.3
708.0; 18.223; -0.03664; 0.1; -1765.8; -3024.7
711.0; 18.353; -0.04295; 0.3; -742.1; -3056.9
714.0; 18.484; -0.04637; 0.1; -0.3; -3067.8
717.0; 18.615; -0.04645; 0.1; -0.1; -3062.4
720.0; 18.745; -0.04354; 0.1; -0.0; -3044.8
723.0; 18.874; -0.03798; 632.6; -0.0; -3013.7
726.0; 19.003; -0.03043; 2131.5; -0.0; -2979.3
729.0; 19.132; -0.02283; 3265.4; -0.0; -2961.8
732.0; 19.259; -0.01762; 3234.3; -0.0; -2968.0
735.0; 19.386; -0.01627; 3099.3; -0.0; -2988.9
738.0; 19.513; -0.01918; 2849.0; -0.0; -3023.3
741.0; 19.639; -0.02620; 2552.6; -0.0; -3056.6
744.0; 19.765; -0.03642; 2996.0; -0.0; -2979.6
747.0; 19.891; -0.04759; 5712.3; -0.0; -2435.7
750.0; 20.017; -0.05575; 6886.8; -0.0; -2105.1
753.0; 20.140; -0.05583; 6518.6; -0.0; -2189.5
756.0; 20.262; -0.04978; 6362.8; -0.0; -2222.5
759.0; 20.383; -0.04336; 6647.2; -0.0; -2142.0
762.0; 20.502; -0.04030; 6999.4; -0.0; -2050.4
765.0; 20.620; -0.04038; 7100.0; -0.0; -2037.7
768.0; 20.736; -0.03927; 7100.0; -0.0; -2048.3
771.0; 20.849; -0.03785; 7100.0; -0.0; -2059.2
774.0; 20.961; -0.03683; 7100.0; -0.0; -2071.9
777.0; 21.070; -0.03587; 7100.0; -0.0; -2084.3
780.0; 21.176; -0.03498; 7100.0; -0.0; -2096.5
783.0; 21.280; -0.03415; 7100.0; -0.0; -2108.6
786.0; 21.382; -0.03338; 7100.0; -0.0; -2120.6
789.0; 21.482; -0.03266; 7100.0; -0.0; -2132.5
792.0; 21.580; -0.03087; 7100.0; -0.0; -2120.3
795.0; 21.676; -0.02539; 7100.0; -0.0; -2004.2
798.0; 21.771; -0.01824; 7100.0; -0.0; -1753.3
801.0; 21.864; -0.01113; 7100.0; -0.0; -1373.9
804.0; 21.955; -0.00541; 7100.0; -0.0; -936.3
807.0; 22.046; -0.00178; 7100.0; -0.0; -544.7
810.0; 22.134; 0.00007; 7100.0; -0.0; -259.5
813.0; 22.222; 0.00090; 7100.0; -0.0; -78.5
816.0; 22.308; 0.00118; 7100.0; -0.0; 24.3
819.0; 22.393; 0.00122; 7100.0; -0.0; 76.5
822.0; 22.477; 0.00114; 7100.0; -0.0; 98.8
825.0; 22.560; 0.00104; 7100.0; -0.0; 104.9
828.0; 22.643; 0.00094; 7100.0; -0.0; 103.1
831.0; 22.724; 0.00084; 7100.0; -0.0; 97.8
834.0; 22.804; 0.00076; 7100.0; -0.0; 91.3
837.0; 22.884; 0.00068; 7056.2; -0.0; 84.8
840.0; 22.963; 0.00062; 6988.0; -0.0; 78.8
843.0; 23.041; 0.00056; 6922.8; -0.0; 73.2
846.0; 23.118; 0.00051; 6860.4; -0.0; 68.1
849.0; 23.194; 0.00047; 6800.5; -0.0; 63.4
852.0; 23.270; 0.00043; 6743.1; -0.0; 59.2
855.0; 23.345; 0.00039; 6687.9; -0.0; 55.3
858.0; 23.420; 0.00036; 6634.9; -0.0; 51.7
861.0; 23.494; 0.00033; 6583.8; -0.0; 48.4
864.0; 23.567; 0.00030; 6534.6; -0.0; 45.4
867.0; 23.640; 0.00028; 6487.1; -0.0; 42.6
870.0; 23.713; 0.00025; 6441.3; -0.0; 39.9
873.0; 23.784; 0.00023; 6397.1; -0.0; 37.5
876.0; 23.856; 0.00022; 6354.3; -0.0; 35.3
879.0; 23.927; 0.00020; 6312.9; -0.0; 33.2
882.0; 23.997; 0.00018; 6272.9; -0.0; 31.3
885.0; 24.067; 0.00017; 6234.1; -0.0; 29.5
888.0; 24.136; 0.00016; 6196.5; -0.0; 27.8
891.0; 24.205; 0.00015; 6160.1; -0.0; 26.2
894.0; 24.274; 0.00014; 6124.7; -0.0; 24.7
897.0; 24.342; 0.00013; 6090.3; -0.0; 23.3
900.0; 24.410; 0.00012; 6056.9; -0.0; 22.1
903.0; 24.478; 0.00011; 6024.5; -0.0; 20.8
906.0; 24.545; 0.00010; 5993.0; -0.0; 19.7
909.0; 24.612; 0.00009; 5962.3; -0.0; 18.6
912.0; 24.678; 0.00009; 5932.4; -0.0; 17.6
915.0; 24.744; 0.00008; 5903.4; -0.0; 16.7
918.0; 24.810; 0.00008; 5875.0; -0.0; 15.8
921.0; 24.875; 0.00007; 5847.4; -0.0; 15.0
924.0; 24.940; 0.00007; 5820.5; -0.0; 14.2
927.0; 25.005; 0.00006; 5794.3; -0.0; 13.5
930.0; 25.070; 0.00006; 5768.7; -0.0; 12.8
933.0; 25.134; 0.00005; 5743.7; -0.0; 12.1
936.0; 25.198; 0.00005; 5719.3; -0.0; 11.5
939.0; 25.262; 0.00005; 5695.4; -0.0; 10.9
942.0; 25.325; 0.00005; 5672.1; -0.0; 10.4
945.0; 25.388; 0.00004; 5649.4; -0.0; 9.8
948.0; 25.451; 0.00004; 5627.2; -0.0; 9.4
951.0; 25.514; 0.00004; 5605.4; -0.0; 8.9
954.0; 25.576; 0.00004; 5584.1; -0.0; 8.5
957.0; 25.638; 0.00003; 5563.3; -0.0; 8.0
960.0; 25.700; 0.00003; 5542.9; -0.0; 7.6
963.0; 25.762; 0.00003; 5523.0; -0.0; 7.3
966.0; 25.823; 0.00003; 5503.5; -0.0; 6.9
969.0; 25.885; 0.00003; 5484.3; -0.0; 6.6
972.0; 25.946; 0.00002; 5465.6; -0.0; 6.3
975.0; 26.007; 0.00002; 5447.3; -0.0; 6.0
978.0; 26.067; 0.00002; 5429.3; -0.0; 5.7
981.0; 26.128; 0.00002; 5411.6; -0.0; 5.4
984.0; 26.188; 0.00002; 5394.3; -0.0; 5.2
987.0; 26.248; 0.00002; 5377.4; -0.0; 4.9
990.0; 26.308; 0.00002; 5360.7; -0.0; 4.7
993.0; 26.367; 0.00002; 5344.4; -0.0; 4.5
996.0; 26.427; 0.00002; 5328.4; -0.0; 4.3
999.0; 26.486; 0.00001; 5312.7; -0.0; 4.1
1002.0; 26.545; 0.00001; 5297.2; -0.0; 3.9
1005.0; 26.604; 0.00001; 5282.1; -0.0; 3.7
1008.0; 26.663; 0.00001; 5267.2; -0.0; 3.6
1011.0; 26.722; 0.00001; 5252.6; -0.0; 3.4
1014.0; 26.780; 0.00001; 5238.2; -0.0; 3.3
1017.0; 26.838; 0.00001; 5224.1; -0.0; 3.1
1020.0; 26.896; 0.00001; 5210.2; -0.0; 3.0
1023.0; 26.954; 0.00001; 5196.6; -0.0; 2.9
1026.0; 27.012; 0.00001; 5183.2; -0.0; 2.7
1029.0; 27.070; 0.00001; 5170.0; -0.0; 2.6
1032.0; 27.127; 0.00001; 5157.1; -0.0; 2.5
1035.0; 27.185; 0.00001; 5144.4; -0.0; 2.4
1038.0; 27.242; 0.00001; 5131.8; -0.0; 2.3
1041.0; 27.299; 0.00001; 5119.5; -0.0; 2.2
1044.0; 27.356; 0.00001; 5107.4; -0.0; 2.1
1047.0; 27.413; 0.00001; 5095.5; -0.0; 2.0
1050.0; 27.469; 0.00001; 5083.7; -0.0; 2.0
1053.0; 27.526; 0.00001; 5072.2; -0.0; 1.9
1056.0; 27.582; 0.00001; 5060.8; -0.0; 1.8
1059.0; 27.639; 0.00001; 5049.6; -0.0; 1.7
1062.0; 27.695; 0.00000; 5038.6; -0.0; 1.7
1065.0; 27.751; 0.00000; 5027.7; -0.0; 1.6
1068.0; 27.807; 0.00000; 5017.0; -0.0; 1.5
1071.0; 27.863; 0.00000; 5006.5; -0.0; 1.5
1074.0; 27.918; 0.00000; 4996.1; -0.0; 1.4
1077.0; 27.974; 0.00000; 4985.9; -0.0; 1.4
1080.0; 28.029; 0.00000; 4975.9; -0.0; 1.3
1083.0; 28.085; 0.00000; 4965.9; -0.0; 1.3
1086.0; 28.140; 0.00000; 4956.2; -0.0; 1.2
1089.0; 28.195; 0.00000; 4946.5; -0.0; 1.2
1092.0; 28.250; 0.00000; 4937.1; -0.0; 1.2
1095.0; 28.305; 0.00000; 4927.7; -0.0; 1.1
1098.0; 28.360; 0.00000; 4918.5; -0.0; 1.1
1101.0; 28.415; 0.00000; 4909.4; -0.0; 1.1
1104.0; 28.469; 0.00000; 4900.4; -0.0; 1.0
1107.0; 28.524; 0.00000; 4891.6; -0.0; 1.0
1110.0; 28.578; 0.00000; 4882.8; -0.0; 1.0
1113.0; 28.632; 0.00000; 4874.3; -0.0; 0.9
1116.0; 28.687; 0.00000; 4865.8; -0.0; 0.9
1119.0; 28.741; 0.00000; 4857.4; -0.0; 0.9
1122.0; 28.795; 0.00000; 4849.1; -0.0; 0.9
1125.0; 28.849; 0.00000; 4841.0; -0.0; 0.9
1128.0; 28.902; 0.00000; 4833.0; -0.0; 0.8
1131.0; 28.956; 0.00000; 4825.0; -0.0; 0.8
1134.0; 29.010; 0.00000; 4817.2; -0.0; 0.8
1137.0; 29.063; 0.00000; 4809.5; -0.0; 0.8
1140.0; 29.117; 0.00000; 4801.9; -0.0; 0.8
1143.0; 29.170; 0.00000; 4794.4; -0.0; 0.8
1146.0; 29.224; 0.00000; 4786.9; -0.0; 0.8
1149.0; 29.277; 0.00000; 4779.6; -0.0; 0.7
1152.0; 29.330; 0.00000; 4772.4; -0.0; 0.7
1155.0; 29.383; 0.00000; 4765.2; -0.0; 0.7
1158.0; 29.436; 0.00000; 4758.2; -0.0; 0.7
1161.0; 29.489; 0.00000; 4751.2; -0.0; 0.7
1164.0; 29.542; 0.00000; 4744.3; -0.0; 0.7
1167.0; 29.594; 0.00000; 4737.5; -0.0; 0.7
1170.0; 29.647; 0.00000; 4730.8; -0.0; 0.7
1173.0; 29.700; 0.00000; 4724.2; -0.0; 0.7
1176.0; 29.752; 0.00000; 4717.6; -0.0; 0.7
1179.0; 29.805; 0.00000; 4711.2; -0.0; 0.7
1182.0; 29.857; 0.00000; 4704.8; -0.0; 0.7
1185.0; 29.909; 0.00000; 4698.5; -0.0; 0.7
1188.0; 29.962; 0.00000; 4692.2; -0.0; 0.7
1191.0; 30.014; 0.00000; 4686.1; -0.0; 0.7
1194.0; 30.066; 0.00000; 4680.0; -0.0; 0.7
1197.0; 30.118; 0.00000; 4674.0; -0.0; 0.8
1200.0; 30.170; 0.00000; 4668.0; -0.0; 0.8
1203.0; 30.222; 0.00000; 4662.2; -0.0; 0.8
1206.0; 30.274; 0.00000; 4656.4; -0.0; 0.8
1209.0; 30.325; 0.00000; 4650.6; -0.0; 0.8
1212.0; 30.377; 0.00000; 4645.0; -0.0; 0.8
1215.0; 30.429; 0.00000; 4639.3; -0.0; 0.9
1218.0; 30.480; 0.00000; 4633.8; -0.0; 0.9
1221.0; 30.532; 0.00000; 4628.3; -0.0; 0.9
1224.0; 30.583; 0.00000; 4622.9; -0.0; 0.9
1227.0; 30.635; 0.00000; 4617.6; -0.0; 1.0
1230.0; 30.686; 0.00000; 4612.3; -0.0; 1.0
1233.0; 30.737; 0.00000; 4607.0; -0.0; 1.0
1236.0; 30.789; 0.00000; 4601.9; -0.0; 1.0
1239.0; 30.840; 0.00000; 4596.7; -0.0; 1.1
1242.0; 30.891; 0.00000; 4591.7; -0.0; 1.1
1245.0; 30.942; 0.00000; 4586.7; -0.0; 1.2
1248.0; 30.993; 0.00000; 4581.7; -0.0; 1.2
1251.0; 31.044; 0.00000; 4576.8; -0.0; 1.3
1254.0; 31.095; 0.00000; 4572.0; -0.0; 1.3
1257.0; 31.146; 0.00000; 4567.2; -0.0; 1.4
1260.0; 31.196; 0.00000; 4562.5; -0.0; 1.4
1263.0; 31.247; 0.00000; 4557.8; -0.0; 1.5
1266.0; 31.298; 0.00000; 4553.1; -0.0; 1.5
1269.0; 31.348; 0.00000; 4548.5; -0.0; 1.6
1272.0; 31.399; 0.00000; 4544.0; -0.0; 1.7
1275.0; 31.449; 0.00001; 4539.5; -0.0; 1.8
1278.0; 31.500; 0.00001; 4535.1; -0.0; 1.9
1281.0; 31.550; 0.00001; 4530.7; -0.0; 1.9
1284.0; 31.601; 0.00001; 4526.3; -0.0; 2.0
1287.0; 31.651; 0.00001; 4522.0; -0.0; 2.1
1290.0; 31.701; 0.00001; 4517.8; -0.0; 2.2
1293.0; 31.751; 0.00001; 4513.6; -0.0; 2.4
1296.0; 31.802; 0.00001; 4509.4; -0.0; 2.5
1299.0; 31.852; 0.00001; 4505.3; -0.0; 2.6
1302.0; 31.902; 0.00001; 4501.2; -0.0; 2.7
1305.0; 31.952; 0.00001; 4497.1; -0.0; 2.9
1308.0; 32.002; 0.00001; 4493.1; -0.0; 3.0
1311.0; 32.052; 0.00001; 4489.2; -0.0; 3.2
1314.0; 32.102; 0.00001; 4485.3; -0.0; 3.4
1317.0; 32.152; 0.00001; 4481.4; -0.0; 3.6
1320.0; 32.201; 0.00001; 4477.5; -0.0; 3.8
