# s_m; t_s; delta_rad; f_drive_N; f_brake_N; gamma_y_N
1323.0; 32.251; 0.00001; 4473.7; -0.0; 4.0
1326.0; 32.301; 0.00001; 4470.0; -0.0; 4.2
1329.0; 32.351; 0.00001; 4466.3; -0.0; 4.5
1332.0; 32.400; 0.00001; 4462.6; -0.0; 4.7
1335.0; 32.450; 0.00001; 4458.9; -0.0; 5.0
1338.0; 32.499; 0.00002; 4455.3; -0.0; 5.3
1341.0; 32.549; 0.00002; 4451.7; -0.0; 5.6
1344.0; 32.598; 0.00002; 4448.2; -0.0; 5.9
1347.0; 32.648; 0.00002; 4444.7; -0.0; 6.3
1350.0; 32.697; 0.00002; 4441.2; -0.0; 6.7
1353.0; 32.747; 0.00002; 4437.8; -0.0; 7.1
1356.0; 32.796; 0.00002; 4434.3; -0.0; 7.5
1359.0; 32.845; 0.00002; 4431.0; -0.0; 8.0
1362.0; 32.894; 0.00002; 4427.6; -0.0; 8.4
1365.0; 32.944; 0.00003; 4424.3; -0.0; 9.0
1368.0; 32.993; 0.00003; 4421.0; -0.0; 9.5
1371.0; 33.042; 0.00003; 4417.8; -0.0; 10.1
1374.0; 33.091; 0.00003; 4414.6; -0.0; 10.7
1377.0; 33.140; 0.00003; 4411.4; -0.0; 11.4
1380.0; 33.189; 0.00003; 4408.3; -0.0; 12.1
1383.0; 33.238; 0.00004; 4405.1; -0.0; 12.9
1386.0; 33.287; 0.00004; 4402.0; -0.0; 13.7
1389.0; 33.336; 0.00004; 4399.0; -0.0; 14.6
1392.0; 33.385; 0.00005; 4395.9; -0.0; 15.6
1395.0; 33.434; 0.00005; 4392.9; -0.0; 16.7
1398.0; 33.483; 0.00005; 4390.0; -0.0; 17.9
1401.0; 33.531; 0.00006; 4387.0; -0.0; 19.2
1404.0; 33.580; 0.00006; 4384.1; -0.0; 20.6
1407.0; 33.629; 0.00006; 4381.2; -0.0; 22.0
1410.0; 33.678; 0.00007; 4378.3; -0.0; 23.4
1413.0; 33.726; 0.00007; 4375.5; -0.0; 24.8
1416.0; 33.775; 0.00007; 4372.7; -0.0; 26.0
1419.0; 33.824; 0.00007; 4369.9; -0.0; 27.1
1422.0; 33.872; 0.00006; 4367.1; -0.0; 27.8
1425.0; 33.921; 0.00006; 4364.4; -0.0; 28.3
1428.0; 33.969; 0.00005; 4361.7; -0.0; 28.5
1431.0; 34.018; 0.00005; 4359.0; -0.0; 28.3
1434.0; 34.066; 0.00004; 4356.3; -0.0; 27.8
1437.0; 34.114; 0.00004; 4353.7; -0.0; 27.1
1440.0; 34.163; 0.00003; 4351.1; -0.0; 26.2
1443.0; 34.211; 0.00003; 4348.5; -0.0; 25.2
1446.0; 34.260; 0.00003; 4345.9; -0.0; 24.2
1449.0; 34.308; 0.00003; 4343.4; -0.0; 23.2
1452.0; 34.356; 0.00003; 4340.8; -0.0; 22.3
1455.0; 34.404; 0.00003; 4338.3; -0.0; 21.4
1458.0; 34.453; 0.00003; 4335.9; -0.0; 20.5
1461.0; 34.501; 0.00003; 4333.4; -0.0; 19.8
1464.0; 34.549; 0.00003; 4331.0; -0.0; 19.1
1467.0; 34.597; 0.00003; 4328.6; -0.0; 18.5
1470.0; 34.645; 0.00003; 4326.2; -0.0; 17.9
1473.0; 34.693; 0.00003; 4323.8; -0.0; 17.5
1476.0; 34.741; 0.00003; 4321.5; -0.0; 17.1
1479.0; 34.789; 0.00003; 4319.1; -0.0; 16.7
1482.0; 34.837; 0.00003; 4316.8; -0.0; 16.5
1485.0; 34.885; 0.00003; 4314.6; -0.0; 16.3
1488.0; 34.933; 0.00003; 4312.3; -0.0; 16.1
1491.0; 34.981; 0.00003; 4310.0; -0.0; 16.1
1494.0; 35.029; 0.00003; 4307.8; -0.0; 16.1
1497.0; 35.077; 0.00003; 4305.6; -0.0; 16.2
1500.0; 35.125; 0.00003; 4303.4; -0.0; 16.4
1503.0; 35.173; 0.00003; 4301.3; -0.0; 16.6
1506.0; 35.220; 0.00003; 4299.1; -0.0; 16.9
1509.0; 35.268; 0.00004; 4297.0; -0.0; 17.2
1512.0; 35.316; 0.00004; 4294.9; -0.0; 17.6
1515.0; 35.364; 0.00004; 4292.8; -0.0; 18.1
1518.0; 35.411; 0.00004; 4290.7; -0.0; 18.7
1521.0; 35.459; 0.00004; 4288.6; -0.0; 19.4
1524.0; 35.507; 0.00005; 4286.6; -0.0; 20.2
1527.0; 35.554; 0.00006; 4284.6; -0.0; 21.4
1530.0; 35.602; 0.00007; 4282.6; -0.0; 22.9
1533.0; 35.650; 0.00008; 4280.6; -0.0; 25.1
1536.0; 35.697; 0.00010; 4278.6; -0.0; 28.0
1539.0; 35.745; 0.00012; 4276.7; -0.0; 31.9
1542.0; 35.792; 0.00015; 4274.7; -0.0; 37.0
1545.0; 35.840; 0.00018; 4272.8; -0.0; 43.6
1548.0; 35.887; 0.00022; 4270.9; -0.0; 51.8
1551.0; 35.935; 0.00027; 4269.0; -0.0; 61.8
1554.0; 35.982; 0.00031; 4267.1; -0.0; 73.5
1557.0; 36.030; 0.00035; 4265.3; -0.0; 86.7
1560.0; 36.077; 0.00039; 4263.4; -0.0; 100.9
1563.0; 36.124; 0.00041; 4261.6; -0.0; 115.3
1566.0; 36.172; 0.00041; 4259.8; -0.0; 128.9
1569.0; 36.219; 0.00038; 4258.0; -0.0; 140.2
1572.0; 36.266; 0.00031; 4256.2; -0.0; 147.5
1575.0; 36.314; 0.00021; 4254.5; -0.1; 148.9
1578.0; 36.361; 0.00006; 4252.7; -0.1; 142.5
1581.0; 36.408; -0.00012; 4251.0; -0.1; 126.5
1584.0; 36.456; -0.00034; 4249.3; -0.1; 99.5
1587.0; 36.503; -0.00059; 4247.5; -0.1; 60.8
1590.0; 36.550; -0.00083; 4245.8; -0.1; 10.7
1593.0; 36.597; -0.00105; 4072.3; -3.3; -49.1
1596.0; 36.644; -0.00122; 3056.9; -4.4; -115.9
1599.0; 36.691; -0.00130; 1353.6; -9.9; -186.3
1602.0; 36.739; -0.00125; 14.4; -923.4; -256.4
1605.0; 36.786; -0.00104; 3.7; -3559.0; -321.5
1608.0; 36.834; -0.00066; 2.1; -6445.3; -376.4
1611.0; 36.881; -0.00009; 1.4; -9419.3; -415.3
1614.0; 36.929; 0.00065; 1.1; -12321.9; -432.0
1617.0; 36.978; 0.00147; 0.9; -14990.4; -422.5
1620.0; 37.027; 0.00226; 0.8; -17257.5; -385.0
1623.0; 37.077; 0.00288; 0.7; -18950.5; -320.7
1626.0; 37.128; 0.00320; 0.4; -19888.5; -234.6
1629.0; 37.179; 0.00317; 0.1; -19979.8; -131.0
1632.0; 37.232; 0.00221; 0.0; -19984.8; -54.0
1635.0; 37.285; 0.00097; 0.0; -19898.1; -7.6
1638.0; 37.339; -0.00017; 0.0; -19697.2; -0.0
1641.0; 37.395; -0.00045; 0.0; -19476.8; -0.0
1644.0; 37.451; -0.00023; 0.0; -19259.6; -0.0
1647.0; 37.509; -0.00001; 0.0; -19045.4; -0.0
1650.0; 37.568; 0.00006; 0.0; -18834.2; -0.0
1653.0; 37.629; 0.00003; 0.0; -18626.0; -0.0
1656.0; 37.690; 0.00000; 0.0; -18420.7; -0.0
1659.0; 37.753; -0.00001; 0.0; -18218.4; -0.0
1662.0; 37.818; -0.00000; 0.0; -18019.0; -0.0
1665.0; 37.884; -0.00000; 0.0; -17822.4; -0.0
1668.0; 37.952; 0.00000; 0.0; -17628.6; -0.0
1671.0; 38.022; 0.00000; 0.0; -17437.5; -0.0
1674.0; 38.094; 0.00000; 0.0; -17249.2; -0.0
1677.0; 38.168; -0.00000; 0.0; -17063.5; -0.0
1680.0; 38.244; -0.00000; 0.0; -16880.5; -0.0
1683.0; 38.323; -0.00000; 0.0; -16700.0; -0.0
1686.0; 38.404; -0.00000; 0.0; -16522.2; -0.0
1689.0; 38.488; 0.00000; 0.0; -16346.9; -0.0
1692.0; 38.576; -0.00001; 0.0; -16172.3; -0.6
1695.0; 38.667; -0.00078; 0.0; -15890.5; -37.5
1698.0; 38.762; -0.00195; 0.0; -15470.5; -119.3
1701.0; 38.861; -0.00353; 0.0; -14896.0; -248.0
1704.0; 38.966; -0.00580; 0.0; -14149.3; -424.0
1707.0; 39.077; -0.00928; 0.0; -13194.6; -651.2
1710.0; 39.195; -0.01465; 0.0; -11979.7; -935.5
1713.0; 39.320; -0.02262; 0.0; -10462.1; -1277.8
1716.0; 39.454; -0.03364; 0.0; -8659.0; -1665.1
1719.0; 39.597; -0.04741; 0.0; -6694.8; -2064.7
1722.0; 39.748; -0.06254; 0.0; -4804.2; -2426.3
1725.0; 39.910; -0.07653; 0.0; -3256.6; -2698.6
1728.0; 40.080; -0.08694; 0.0; -2207.1; -2862.9
1731.0; 40.260; -0.09331; 0.0; -1603.2; -2943.4
1734.0; 40.447; -0.09710; 0.0; -1282.1; -2976.5
1737.0; 40.639; -0.09990; 0.0; -1112.9; -2985.9
1740.0; 40.837; -0.10230; 0.0; -1028.3; -2983.0
1743.0; 41.039; -0.10424; 0.0; -993.3; -2971.8
1746.0; 41.243; -0.10537; 0.0; -985.9; -2950.5
1749.0; 41.449; -0.10481; 0.0; -0.0; -2938.7
1752.0; 41.654; -0.10311; 2547.8; -0.0; -2964.4
1755.0; 41.858; -0.10648; 4416.8; -0.0; -2634.7
1758.0; 42.056; -0.11510; 5885.4; -0.0; -2280.6
1761.0; 42.247; -0.11689; 5065.4; -0.0; -2479.6
1764.0; 42.431; -0.10886; 4835.3; -0.0; -2538.2
1767.0; 42.611; -0.09555; 5144.3; -0.0; -2463.5
1770.0; 42.787; -0.08087; 5792.3; -0.0; -2292.6
1773.0; 42.956; -0.06795; 6511.7; -0.0; -2089.5
1776.0; 43.119; -0.05943; 7001.5; -0.0; -1948.7
1779.0; 43.275; -0.05623; 7100.0; -0.0; -1932.3
1782.0; 43.425; -0.05335; 7100.0; -0.0; -1945.1
1785.0; 43.568; -0.05065; 7100.0; -0.0; -1958.0
1788.0; 43.705; -0.04839; 7100.0; -0.0; -1971.0
1791.0; 43.836; -0.04640; 7100.0; -0.0; -1983.7
1794.0; 43.961; -0.04463; 7100.0; -0.0; -1996.3
1797.0; 44.082; -0.04304; 7100.0; -0.0; -2008.9
1800.0; 44.200; -0.04159; 7100.0; -0.0; -2021.5
1803.0; 44.316; -0.04026; 7100.0; -0.0; -2034.1
1806.0; 44.431; -0.03903; 7100.0; -0.0; -2046.8
1809.0; 44.544; -0.03789; 7100.0; -0.0; -2059.4
1812.0; 44.655; -0.03684; 7100.0; -0.0; -2071.9
1815.0; 44.764; -0.03587; 7100.0; -0.0; -2084.4
1818.0; 44.871; -0.03497; 7100.0; -0.0; -2096.7
1821.0; 44.977; -0.03413; 7100.0; -0.0; -2109.0
1824.0; 45.079; -0.03335; 7100.0; -0.0; -2121.1
1827.0; 45.180; -0.03262; 7100.0; -0.0; -2133.1
1830.0; 45.279; -0.03194; 7100.0; -0.0; -2145.0
1833.0; 45.377; -0.03130; 7100.0; -0.0; -2156.8
1836.0; 45.472; -0.03070; 7100.0; -0.0; -2168.4
1839.0; 45.566; -0.02947; 7100.0; -0.0; -2165.8
1842.0; 45.658; -0.02778; 7100.0; -0.0; -2143.2
1845.0; 45.748; -0.02584; 7100.0; -0.0; -2099.4
1848.0; 45.837; -0.02379; 7100.0; -0.0; -2036.0
1851.0; 45.925; -0.02174; 7100.0; -0.0; -1956.4
1854.0; 46.011; -0.01973; 7100.0; -0.0; -1864.0
1857.0; 46.096; -0.01780; 7100.0; -0.0; -1761.9
1860.0; 46.180; -0.01597; 7100.0; -0.0; -1652.8
1863.0; 46.263; -0.01423; 7100.0; -0.0; -1538.9
1866.0; 46.345; -0.01258; 7100.0; -0.0; -1421.5
1869.0; 46.426; -0.01102; 7100.0; -0.0; -1301.4
1872.0; 46.507; -0.00952; 7100.0; -0.0; -1178.8
1875.0; 46.586; -0.00806; 7083.8; -0.0; -1053.5
1878.0; 46.665; -0.00662; 7015.0; -0.0; -924.8
1881.0; 46.744; -0.00517; 6948.9; -0.0; -790.8
1884.0; 46.821; -0.00368; 6885.4; -0.0; -648.3
1887.0; 46.899; -0.00212; 6824.4; -0.0; -494.3
1890.0; 46.975; -0.00046; 6765.8; -0.0; -325.3
1893.0; 47.051; 0.00131; 6709.4; -0.0; -138.5
1896.0; 47.126; 0.00320; 6655.2; -0.0; 67.5
1899.0; 47.201; 0.00516; 6603.1; -0.0; 291.7
1902.0; 47.275; 0.00713; 6553.1; -0.0; 528.9
1905.0; 47.349; 0.00896; 6505.0; -0.0; 769.4
1908.0; 47.422; 0.01047; 6458.9; -0.0; 997.9
1911.0; 47.494; 0.01141; 6414.7; -0.1; 1195.2
1914.0; 47.565; 0.01154; 5673.6; -2.2; 1351.1
1917.0; 47.636; 0.01067; 3425.2; -3.6; 1470.0
1920.0; 47.707; 0.00873; 204.8; -24.8; 1549.8
1923.0; 47.778; 0.00581; 3.7; -3565.1; 1576.3
1926.0; 47.848; 0.00224; 1.8; -7329.0; 1539.3
1929.0; 47.920; -0.00154; 1.3; -10640.5; 1427.2
1932.0; 47.993; -0.00493; 0.4; -13003.8; 1228.8
1935.0; 48.067; -0.00745; 0.0; -14010.4; 928.8
1938.0; 48.144; -0.00739; 0.0; -14980.1; 602.6
1941.0; 48.223; -0.00587; 0.0; -15745.7; 314.5
1944.0; 48.304; -0.00380; 0.0; -16192.1; 114.3
1947.0; 48.388; -0.00177; 0.0; -16319.7; 14.2
1950.0; 48.476; -0.00012; 0.0; -16188.9; 0.0
1953.0; 48.567; 0.00076; 0.0; -15925.1; 30.6
1956.0; 48.662; 0.00198; 0.0; -15496.6; 114.9
1959.0; 48.761; 0.00362; 0.0; -14901.6; 249.7
1962.0; 48.866; 0.00596; 0.0; -14124.9; 434.1
1965.0; 48.977; 0.00948; 0.0; -13139.6; 669.2
1968.0; 49.094; 0.01480; 0.0; -11908.4; 956.6
1971.0; 49.219; 0.02256; 0.0; -10402.7; 1295.0
1974.0; 49.352; 0.03316; 0.0; -8639.2; 1672.6
1977.0; 49.494; 0.04643; 0.0; -6721.3; 2062.0
1980.0; 49.643; 0.06109; 0.0; -4859.6; 2417.9
1983.0; 49.802; 0.07471; 0.0; -3320.6; 2689.6
1986.0; 49.968; 0.08479; 0.0; -2270.9; 2855.9
1989.0; 50.143; 0.09086; 0.0; -1661.2; 2939.3
1992.0; 50.325; 0.09439; 0.0; -1328.4; 2975.0
1995.0; 50.513; 0.09695; 0.0; -1144.1; 2986.6
1998.0; 50.705; 0.09899; 0.0; -1046.0; 2984.6
2001.0; 50.900; 0.10013; 0.0; -1003.8; 2972.1
2004.0; 51.097; 0.09959; 0.0; -996.3; 2943.7
2007.0; 51.298; 0.09592; 0.1; -0.0; 2910.2
2010.0; 51.501; 0.08900; 3046.7; -0.0; 2906.7
2013.0; 51.701; 0.08502; 2501.6; -0.0; 2974.2
2016.0; 51.896; 0.08513; 5195.4; -0.0; 2445.9
2019.0; 52.084; 0.08609; 6875.0; -0.0; 1958.7
2022.0; 52.262; 0.08019; 6767.8; -0.0; 1984.8
2025.0; 52.429; 0.07021; 6980.8; -0.0; 1925.2
2028.0; 52.587; 0.05811; 7100.0; -0.0; 1771.1
2031.0; 52.739; 0.03466; 7100.0; -0.0; 1264.9
2034.0; 52.886; 0.00407; 7100.0; -0.0; 334.0
2037.0; 53.027; -0.02804; 7100.0; -0.0; -816.0
2040.0; 53.164; -0.05508; 7100.0; -0.1; -1783.6
2043.0; 53.297; -0.07191; 3597.6; -0.1; -2462.1
2046.0; 53.427; -0.07795; 617.7; -0.1; -2851.3
2049.0; 53.558; -0.07719; 263.0; -0.1; -3012.8
2052.0; 53.690; -0.07385; 965.5; -0.2; -3057.5
2055.0; 53.825; -0.06948; 1021.6; -0.1; -3066.3
2058.0; 53.962; -0.06458; 382.5; -0.1; -3070.0
2061.0; 54.102; -0.05950; 0.0; -0.1; -3067.2
2064.0; 54.245; -0.05407; 0.0; -0.1; -3055.4
2067.0; 54.389; -0.04773; 0.1; -0.0; -3031.6
2070.0; 54.534; -0.03983; 913.4; -0.0; -2993.4
2073.0; 54.679; -0.03079; 2713.9; -0.0; -2959.5
2076.0; 54.821; -0.02314; 3268.8; -0.0; -2953.4
2079.0; 54.962; -0.01937; 3166.8; -0.0; -2970.2
2082.0; 55.101; -0.02050; 2928.3; -0.0; -3004.4
2085.0; 55.239; -0.02645; 2587.6; -0.0; -3044.8
2088.0; 55.376; -0.03609; 2893.0; -0.0; -2983.3
2091.0; 55.514; -0.04674; 5936.3; -0.0; -2360.5
2094.0; 55.650; -0.05401; 7100.0; -0.0; -2015.3
2097.0; 55.783; -0.05116; 6898.2; -0.0; -2052.8
2100.0; 55.914; -0.04540; 6950.0; -0.0; -2035.6
2103.0; 56.041; -0.04258; 7100.0; -0.0; -2003.2
2106.0; 56.164; -0.04229; 7100.0; -0.0; -2020.5
2109.0; 56.284; -0.04059; 7100.0; -0.0; -2030.8
2112.0; 56.400; -0.03932; 7100.0; -0.0; -2043.4
2115.0; 56.513; -0.03819; 7100.0; -0.0; -2055.9
2118.0; 56.623; -0.03713; 7100.0; -0.0; -2068.2
2121.0; 56.731; -0.03489; 7100.0; -0.0; -2052.6
2124.0; 56.836; -0.02763; 7100.0; -0.0; -1896.1
2127.0; 56.939; -0.01856; 7100.0; -0.0; -1571.9
2130.0; 57.041; -0.01041; 7100.0; -0.0; -1131.1
2133.0; 57.140; -0.00490; 7100.0; -0.0; -704.1
2136.0; 57.238; -0.00201; 7100.0; -0.0; -389.4
2139.0; 57.333; -0.00076; 7100.0; -0.0; -198.1
2142.0; 57.428; -0.00051; 7100.0; -0.0; -104.1
2145.0; 57.520; -0.00081; 7100.0; -0.0; -77.2
2148.0; 57.611; -0.00142; 7100.0; -0.0; -94.3
2151.0; 57.701; -0.00218; 7100.0; -0.0; -139.6
2154.0; 57.790; -0.00303; 7100.0; -0.0; -202.9
2157.0; 57.877; -0.00392; 7100.0; -0.0; -277.8
2160.0; 57.963; -0.00482; 7100.0; -0.0; -360.8
2163.0; 58.049; -0.00574; 7100.0; -0.0; -449.7
2166.0; 58.133; -0.00666; 7100.0; -0.0; -543.2
2169.0; 58.216; -0.00758; 7100.0; -0.0; -640.7
2172.0; 58.298; -0.00850; 7100.0; -0.0; -741.5
2175.0; 58.380; -0.00942; 7100.0; -0.0; -844.9
2178.0; 58.460; -0.01032; 7100.0; -0.0; -950.1
2181.0; 58.540; -0.01120; 7065.8; -0.0; -1056.9
2184.0; 58.619; -0.01206; 6997.8; -0.0; -1165.1
2187.0; 58.697; -0.01290; 6932.8; -0.0; -1274.4
2190.0; 58.775; -0.01373; 6870.6; -0.0; -1384.0
2193.0; 58.853; -0.01455; 6811.2; -0.0; -1493.6
2196.0; 58.929; -0.01536; 6754.3; -0.0; -1602.7
2199.0; 59.006; -0.01616; 6699.9; -0.0; -1710.8
2202.0; 59.081; -0.01696; 6647.8; -0.0; -1817.8
2205.0; 59.156; -0.01776; 6598.0; -0.0; -1923.5
2208.0; 59.231; -0.01857; 6550.4; -0.0; -2027.6
2211.0; 59.304; -0.01938; 6504.8; -0.0; -2129.3
2214.0; 59.377; -0.02015; 6461.3; -0.0; -2227.5
2217.0; 59.449; -0.02082; 6419.6; -0.0; -2319.5
2220.0; 59.521; -0.02131; 6379.7; -0.0; -2402.5
2223.0; 59.591; -0.02155; 6341.5; -0.0; -2473.1
2226.0; 59.661; -0.02147; 6304.8; -0.0; -2528.2
2229.0; 59.731; -0.02107; 6269.6; -0.0; -2565.9
2232.0; 59.799; -0.02038; 6235.6; -0.0; -2585.3
2235.0; 59.867; -0.01946; 6202.6; -0.0; -2586.2
2238.0; 59.934; -0.01841; 6170.5; -0.0; -2569.4
2241.0; 60.001; -0.01733; 6138.9; -0.0; -2536.6
2244.0; 60.068; -0.01629; 6107.7; -0.0; -2489.9
2247.0; 60.136; -0.01531; 6077.0; -0.0; -2432.0
2250.0; 60.203; -0.01439; 6046.7; -0.0; -2366.0
2253.0; 60.271; -0.01354; 6017.0; -0.0; -2294.7
2256.0; 60.338; -0.01273; 5987.8; -0.0; -2220.5
2259.0; 60.406; -0.01197; 5959.2; -0.0; -2144.8
2262.0; 60.473; -0.01125; 5931.1; -0.0; -2068.5
2265.0; 60.539; -0.01056; 5903.6; -0.0; -1991.9
2268.0; 60.606; -0.00991; 5876.7; -0.0; -1915.3
2271.0; 60.672; -0.00929; 5850.3; -0.0; -1838.8
2274.0; 60.737; -0.00870; 5824.4; -0.0; -1762.7
2277.0; 60.803; -0.00815; 5799.1; -0.0; -1687.1
2280.0; 60.868; -0.00762; 5774.3; -0.0; -1612.4
2283.0; 60.932; -0.00713; 5750.0; -0.0; -1538.9
2286.0; 60.997; -0.00666; 5726.2; -0.0; -1466.9
2289.0; 61.061; -0.00623; 5702.9; -0.0; -1396.6
2292.0; 61.124; -0.00582; 5680.1; -0.0; -1328.2
2295.0; 61.187; -0.00543; 5657.7; -0.0; -1262.0
2298.0; 61.251; -0.00507; 5635.8; -0.0; -1198.0
2301.0; 61.313; -0.00473; 5614.3; -0.0; -1136.3
2304.0; 61.376; -0.00441; 5593.3; -0.0; -1077.0
2307.0; 61.438; -0.00412; 5572.6; -0.0; -1020.0
2310.0; 61.500; -0.00384; 5552.4; -0.0; -965.6
2313.0; 61.562; -0.00358; 5532.5; -0.0; -913.5
2316.0; 61.623; -0.00333; 5513.0; -0.0; -863.8
2319.0; 61.685; -0.00311; 5493.9; -0.0; -816.4
2322.0; 61.746; -0.00289; 5475.2; -0.0; -771.3
2325.0; 61.807; -0.00270; 5456.8; -0.0; -728.4
2328.0; 61.867; -0.00251; 5438.8; -0.0; -687.6
2331.0; 61.928; -0.00234; 5421.1; -0.0; -649.0
2334.0; 61.988; -0.00218; 5403.7; -0.0; -612.3
2337.0; 62.048; -0.00203; 5386.7; -0.0; -577.5
2340.0; 62.108; -0.00189; 5370.0; -0.0; -544.5
2343.0; 62.168; -0.00176; 5353.5; -0.0; -513.3
2346.0; 62.228; -0.00163; 5337.4; -0.0; -483.8
2349.0; 62.287; -0.00152; 5321.6; -0.0; -455.8
2352.0; 62.346; -0.00141; 5306.0; -0.0; -429.4
2355.0; 62.405; -0.00131; 5290.7; -0.0; -404.3
2358.0; 62.464; -0.00122; 5275.7; -0.0; -380.7
2361.0; 62.523; -0.00114; 5261.0; -0.0; -358.3
2364.0; 62.582; -0.00106; 5246.5; -0.0; -337.1
